Symbol,Exchange,Currency
XPDI,SMART,USD
MRNS,SMART,USD
CIDM,SMART,USD
FLMN,SMART,USD
LCTX,SMART,USD
LOTZ,SMART,USD
KURI,SMART,USD
DMYQ,SMART,USD
ASXC,SMART,USD
HCIC,SMART,USD
GLBL,SMART,USD
EZPW,SMART,USD
PPGH,SMART,USD
KBAL,SMART,USD
ABUS,SMART,USD
KALV,SMART,USD
LUXA,SMART,USD
TG,SMART,USD
FUV,SMART,USD
CDXC,SMART,USD
EOLS,SMART,USD
CBAH,SMART,USD
SPGS,SMART,USD
LMRK,SMART,USD
KZR,SMART,USD
TTSH,SMART,USD
EBET,SMART,USD
AMSC,SMART,USD
ATOS,SMART,USD
ZIXI,SMART,USD
EVLO,SMART,USD
TWND,SMART,USD
PRVB,SMART,USD
GNUS,SMART,USD
SBTX,SMART,USD
OIS,SMART,USD
STXS,SMART,USD
PDSB,SMART,USD
TRUE,SMART,USD
TTI,SMART,USD
SVFC,SMART,USD
CLPT,SMART,USD
AGIL,SMART,USD
ATAX,SMART,USD
FORE,SMART,USD
BLFY,SMART,USD
FLL,SMART,USD
ZIOP,SMART,USD
KXIN,SMART,USD
SWBK,SMART,USD
JNCE,SMART,USD
MUDS,SMART,USD
DXLG,SMART,USD
SOLO,SMART,USD
TPGS,SMART,USD
ZYXI,SMART,USD
UONE,SMART,USD
SOI,SMART,USD
TK,SMART,USD
ATCX,SMART,USD
RRGB,SMART,USD
BNFT,SMART,USD
AGFY,SMART,USD
MEC,SMART,USD
AVNW,SMART,USD
LMDX,SMART,USD
ATER,SMART,USD
SIC,SMART,USD
OTLK,SMART,USD
GBOX,SMART,USD
ALTO,SMART,USD
HTPA,SMART,USD
HLBZ,SMART,USD
BDSI,SMART,USD
MTEM,SMART,USD
ARAY,SMART,USD
EPIX,SMART,USD
CAMP,SMART,USD
AXDX,SMART,USD
TUFN,SMART,USD
AWH,SMART,USD
GROY,SMART,USD
INMB,SMART,USD
RVP,SMART,USD
SPPI,SMART,USD
ONDS,SMART,USD
CND,SMART,USD
SURF,SMART,USD
EBON,SMART,USD
UPH,SMART,USD
EJFA,SMART,USD
ENOB,SMART,USD
INVU,SMART,USD
NXU,SMART,USD
ATHA,SMART,USD
ESGC,SMART,USD
III,SMART,USD
LTRPA,SMART,USD
AXTI,SMART,USD
CTSO,SMART,USD
DGNS,SMART,USD
ANY,SMART,USD
HGEN,SMART,USD
FTCV,SMART,USD
PIRS,SMART,USD
VTNR,SMART,USD
AOUT,SMART,USD
CCAC,SMART,USD
VRCA,SMART,USD
NEXT,SMART,USD
CVRX,SMART,USD
TLIS,SMART,USD
KNDI,SMART,USD
IVAN,SMART,USD
SSSS,SMART,USD
ACTG,SMART,USD
FTAA,SMART,USD
CLSD,SMART,USD
CEI,SMART,USD
SBOW,SMART,USD
ESPR,SMART,USD
FCUV,SMART,USD
CTMX,SMART,USD
GOED,SMART,USD
NMTR,SMART,USD
COGT,SMART,USD
CVGI,SMART,USD
VRA,SMART,USD
NR,SMART,USD
KMPH,SMART,USD
RLGT,SMART,USD
AMPE,SMART,USD
TACO,SMART,USD
SIEN,SMART,USD
ATNX,SMART,USD
SCOR,SMART,USD
SNSE,SMART,USD
FF,SMART,USD
LPTX,SMART,USD
TCRR,SMART,USD
LEGO,SMART,USD
EXPR,SMART,USD
VNTR,SMART,USD
LOKB,SMART,USD
OCX,SMART,USD
QMCO,SMART,USD
FLXN,SMART,USD
FBIO,SMART,USD
OYST,SMART,USD
TXMD,SMART,USD
NGL,SMART,USD
AFIB,SMART,USD
NLTX,SMART,USD
GAMB,SMART,USD
AEHR,SMART,USD
BDTX,SMART,USD
GTII,SMART,USD
ATHX,SMART,USD
FOA,SMART,USD
CADL,SMART,USD
LLNW,SMART,USD
YELL,SMART,USD
NNA,SMART,USD
AGS,SMART,USD
GRIN,SMART,USD
INFI,SMART,USD
DRRX,SMART,USD
NCMI,SMART,USD
VINC,SMART,USD
ANGN,SMART,USD
MEIP,SMART,USD
CTXR,SMART,USD
REI,SMART,USD
RGC,SMART,USD
VIRX,SMART,USD
MRMD,SMART,USD
NLS,SMART,USD
STON,SMART,USD
MESA,SMART,USD
CRNT,SMART,USD
CSLT,SMART,USD
HBIO,SMART,USD
CRDF,SMART,USD
BKCC,SMART,USD
VRDN,SMART,USD
VHC,SMART,USD
INSE,SMART,USD
SYRS,SMART,USD
CDZI,SMART,USD
EMKR,SMART,USD
AQB,SMART,USD
GTE,SMART,USD
VOXX,SMART,USD
GSQD,SMART,USD
BBW,SMART,USD
UEPS,SMART,USD
QTNT,SMART,USD
XELA,SMART,USD
CODX,SMART,USD
CKPT,SMART,USD
ICAD,SMART,USD
MYMD,SMART,USD
CTIC,SMART,USD
LHDX,SMART,USD
KIRK,SMART,USD
OBSV,SMART,USD
IMPL,SMART,USD
PBYI,SMART,USD
MTNB,SMART,USD
SMSI,SMART,USD
VIH,SMART,USD
SLDB,SMART,USD
SRZN,SMART,USD
DS,SMART,USD
EAR,SMART,USD
ANVS,SMART,USD
CBAY,SMART,USD
HARP,SMART,USD
PFMT,SMART,USD
XAIR,SMART,USD
HOFV,SMART,USD
BEEM,SMART,USD
PXLW,SMART,USD
ALZN,SMART,USD
OPA,SMART,USD
LIVX,SMART,USD
AVRO,SMART,USD
CFMS,SMART,USD
CABA,SMART,USD
SHIP,SMART,USD
ESEA,SMART,USD
AVTX,SMART,USD
WRAP,SMART,USD
WVE,SMART,USD
SEEL,SMART,USD
FREQ,SMART,USD
MBIO,SMART,USD
BYFC,SMART,USD
OVID,SMART,USD
QUAD,SMART,USD
PANL,SMART,USD
PRTK,SMART,USD
IMNM,SMART,USD
CTRM,SMART,USD
GMDA,SMART,USD
FLGC,SMART,USD
IMAQ,SMART,USD
KCAC,SMART,USD
TCDA,SMART,USD
UAVS,SMART,USD
IMMR,SMART,USD
NNBR,SMART,USD
IBIO,SMART,USD
GLOP,SMART,USD
BCEL,SMART,USD
GALT,SMART,USD
LIFE,SMART,USD
EIGR,SMART,USD
TLMD,SMART,USD
DRIO,SMART,USD
ZENV,SMART,USD
AMPY,SMART,USD
SHMP,SMART,USD
KULR,SMART,USD
ADMS,SMART,USD
AVEO,SMART,USD
ADVM,SMART,USD
PROG,SMART,USD
TRVN,SMART,USD
NVVE,SMART,USD
TNP,SMART,USD
TNXP,SMART,USD
SNCR,SMART,USD
NXTC,SMART,USD
IMUX,SMART,USD
CRVS,SMART,USD
ONCT,SMART,USD
VKIN,SMART,USD
CBAT,SMART,USD
SYBX,SMART,USD
GTBP,SMART,USD
SPOK,SMART,USD
OEG,SMART,USD
AAOI,SMART,USD
APRN,SMART,USD
EPM,SMART,USD
TAST,SMART,USD
DATS,SMART,USD
MICT,SMART,USD
NBEV,SMART,USD
ARYD,SMART,USD
OSG,SMART,USD
TFFP,SMART,USD
LFMD,SMART,USD
GNLN,SMART,USD
HRTG,SMART,USD
OTRK,SMART,USD
SGTX,SMART,USD
ATNF,SMART,USD
HYRE,SMART,USD
CRMD,SMART,USD
FLNT,SMART,USD
QUBT,SMART,USD
LTRX,SMART,USD
KALA,SMART,USD
HOOK,SMART,USD
CSPR,SMART,USD
RCAT,SMART,USD
TYME,SMART,USD
ZYNE,SMART,USD
EGY,SMART,USD
ENLV,SMART,USD
STIM,SMART,USD
ATNM,SMART,USD
GMTX,SMART,USD
MBII,SMART,USD
CASI,SMART,USD
IVC,SMART,USD
SUNW,SMART,USD
PED,SMART,USD
HMLP,SMART,USD
AQST,SMART,USD
ORN,SMART,USD
EMAN,SMART,USD
XERS,SMART,USD
UIHC,SMART,USD
OPTN,SMART,USD
UBX,SMART,USD
SMED,SMART,USD
SIOX,SMART,USD
APTX,SMART,USD
XSPA,SMART,USD
HDSN,SMART,USD
ETTX,SMART,USD
ASMB,SMART,USD
TTOO,SMART,USD
SRGA,SMART,USD
NOVN,SMART,USD
SESN,SMART,USD
CALA,SMART,USD
HTBX,SMART,USD
SVRA,SMART,USD
ADMA,SMART,USD
ADMP,SMART,USD
MOXC,SMART,USD
GMBL,SMART,USD
WTER,SMART,USD
DYAI,SMART,USD
PHAS,SMART,USD
RESN,SMART,USD
EXTN,SMART,USD
ASC,SMART,USD
FTFT,SMART,USD
DPW,SMART,USD
SLS,SMART,USD
KOSS,SMART,USD
LQDA,SMART,USD
AQMS,SMART,USD
ANIX,SMART,USD
ELVT,SMART,USD
SBBP,SMART,USD
UGRO,SMART,USD
ELOX,SMART,USD
MRKR,SMART,USD
BTCY,SMART,USD
SRAX,SMART,USD
ARDX,SMART,USD
PAYS,SMART,USD
BOXL,SMART,USD
MRIN,SMART,USD
WATT,SMART,USD
VERB,SMART,USD
VERO,SMART,USD
BTCS,SMART,USD
MLSS,SMART,USD
CYCN,SMART,USD
VBLT,SMART,USD
VTVT,SMART,USD
ARC,SMART,USD
GNPX,SMART,USD
CRBP,SMART,USD
CBIO,SMART,USD
EYEN,SMART,USD
EQOS,SMART,USD
EYES,SMART,USD
ETON,SMART,USD
LCI,SMART,USD
AYRO,SMART,USD
AGTC,SMART,USD
WWR,SMART,USD
OESX,SMART,USD
IZEA,SMART,USD
ACRX,SMART,USD
HIL,SMART,USD
LODE,SMART,USD
SCYX,SMART,USD
OPTT,SMART,USD
SPI,SMART,USD
HEPA,SMART,USD
ODT,SMART,USD
YTRA,SMART,USD
GORO,SMART,USD
COMS,SMART,USD
RGS,SMART,USD
UNRV,SMART,USD
DARE,SMART,USD
ELYS,SMART,USD
GNCA,SMART,USD
IFRX,SMART,USD
NEON,SMART,USD
EVFM,SMART,USD
ENG,SMART,USD
GSMG,SMART,USD
AREC,SMART,USD
ABEO,SMART,USD
SLGG,SMART,USD
ATXS,SMART,USD
BTTR,SMART,USD
VTSI,SMART,USD
ITRM,SMART,USD
YMTX,SMART,USD
CDTX,SMART,USD
MKTY,SMART,USD
GLYC,SMART,USD
EVGN,SMART,USD
OPGN,SMART,USD
APRE,SMART,USD
PHX,SMART,USD
JAGX,SMART,USD
PTN,SMART,USD
MARK,SMART,USD
SIEB,SMART,USD
ALF,SMART,USD
XCUR,SMART,USD
OTIC,SMART,USD
HLYK,SMART,USD
MDVL,SMART,USD
WTRH,SMART,USD
DSS,SMART,USD
COCP,SMART,USD
VYGR,SMART,USD
PETZ,SMART,USD
INPX,SMART,USD
DOGZ,SMART,USD
IPW,SMART,USD
VVPR,SMART,USD
NVNO,SMART,USD
TISI,SMART,USD
ALRN,SMART,USD
POAI,SMART,USD
REPH,SMART,USD
AEI,SMART,USD
TKAT,SMART,USD
AIM,SMART,USD
DLPN,SMART,USD
LPCN,SMART,USD
CRXT,SMART,USD
FTK,SMART,USD
UAMY,SMART,USD
IPIX,SMART,USD
BIOL,SMART,USD
TYHT,SMART,USD
VVOS,SMART,USD
AGRX,SMART,USD
HNRG,SMART,USD
MTCR,SMART,USD
EDSA,SMART,USD
CAPR,SMART,USD
HYMC,SMART,USD
ISR,SMART,USD
LQMT,SMART,USD
SNT,SMART,USD
CTHR,SMART,USD
MDIA,SMART,USD
APT,SMART,USD
SNMP,SMART,USD
GANX,SMART,USD
OCUP,SMART,USD
EJH,SMART,USD
VISL,SMART,USD
VLN,SMART,USD
SALM,SMART,USD
BRQS,SMART,USD
NM,SMART,USD
VGZ,SMART,USD
MINM,SMART,USD
ADIL,SMART,USD
CHEK,SMART,USD
ONCS,SMART,USD
PALT,SMART,USD
ZSAN,SMART,USD
PSTI,SMART,USD
AYTU,SMART,USD
FLUX,SMART,USD
REFR,SMART,USD
INUV,SMART,USD
OCG,SMART,USD
MBRX,SMART,USD
ADOM,SMART,USD
CSCW,SMART,USD
CLSN,SMART,USD
DMAC,SMART,USD
VOLT,SMART,USD
VRAR,SMART,USD
BMRA,SMART,USD
INTV,SMART,USD
BASA,SMART,USD
ZKIN,SMART,USD
ECOR,SMART,USD
GRVI,SMART,USD
RNWK,SMART,USD
KERN,SMART,USD
ISUN,SMART,USD
AVCO,SMART,USD
ONTX,SMART,USD
TCON,SMART,USD
SYPR,SMART,USD
JCS,SMART,USD
IGC,SMART,USD
ADXS,SMART,USD
SCPS,SMART,USD
CGRN,SMART,USD
RCON,SMART,USD
KBLB,SMART,USD
AIKI,SMART,USD
OMQS,SMART,USD
OGEN,SMART,USD
ALNA,SMART,USD
SLNO,SMART,USD
VYNE,SMART,USD
WKSP,SMART,USD
RAIL,SMART,USD
NDRA,SMART,USD
CPOP,SMART,USD
CLBS,SMART,USD
AESE,SMART,USD
GRAY,SMART,USD
RCMT,SMART,USD
SFOR,SMART,USD
INTZ,SMART,USD
ENSC,SMART,USD
AVGR,SMART,USD
CEMI,SMART,USD
POLA,SMART,USD
PHUN,SMART,USD
AUMN,SMART,USD
SBET,SMART,USD
USWS,SMART,USD
GLG,SMART,USD
NERV,SMART,USD
DTEA,SMART,USD
FAMI,SMART,USD
PMCB,SMART,USD
TBLT,SMART,USD
FPAY,SMART,USD
PME,SMART,USD
CLIR,SMART,USD
AUVI,SMART,USD
RWLK,SMART,USD
PRPO,SMART,USD
TOPS,SMART,USD
IQST,SMART,USD
BBI,SMART,USD
DGLY,SMART,USD
CARV,SMART,USD
SBEV,SMART,USD
SYN,SMART,USD
TRKA,SMART,USD
RGLS,SMART,USD
CWBR,SMART,USD
NBRV,SMART,USD
BIOC,SMART,USD
TLSS,SMART,USD
IFBD,SMART,USD
AEMD,SMART,USD
BWEN,SMART,USD
LPTH,SMART,USD
NINE,SMART,USD
PLX,SMART,USD
RVPH,SMART,USD
SNPX,SMART,USD
NRBO,SMART,USD
CLRB,SMART,USD
AVCT,SMART,USD
ABVC,SMART,USD
WINT,SMART,USD
STMH,SMART,USD
NURO,SMART,USD
IDRA,SMART,USD
MITI,SMART,USD
REED,SMART,USD
VRPX,SMART,USD
AAU,SMART,USD
PBTS,SMART,USD
RMTI,SMART,USD
UPC,SMART,USD
PTE,SMART,USD
FTEK,SMART,USD
QGSI,SMART,USD
JOB,SMART,USD
SEAC,SMART,USD
BGI,SMART,USD
DFFN,SMART,USD
ACOR,SMART,USD
CCNC,SMART,USD
ASTC,SMART,USD
NNVC,SMART,USD
OTLC,SMART,USD
BCDA,SMART,USD
CYCC,SMART,USD
ZNOG,SMART,USD
DTSS,SMART,USD
IKT,SMART,USD
NMTC,SMART,USD
BAOS,SMART,USD
BSQR,SMART,USD
VLON,SMART,USD
BXRX,SMART,USD
XERI,SMART,USD
SKYE,SMART,USD
JZXN,SMART,USD
RKDA,SMART,USD
METX,SMART,USD
ELTP,SMART,USD
CYRN,SMART,USD
TENX,SMART,USD
NETE,SMART,USD
NAOV,SMART,USD
BLGO,SMART,USD
ENVB,SMART,USD
QUMU,SMART,USD
RSLS,SMART,USD
PULM,SMART,USD
SLRX,SMART,USD
GRNQ,SMART,USD
KRBP,SMART,USD
CETY,SMART,USD
UTME,SMART,USD
CUEN,SMART,USD
INDP,SMART,USD
SNGX,SMART,USD
KLXE,SMART,USD
PLIN,SMART,USD
FBRX,SMART,USD
UNCY,SMART,USD
MOSY,SMART,USD
CNET,SMART,USD
PLAG,SMART,USD
WISA,SMART,USD
IO,SMART,USD
RDGL,SMART,USD
CNSP,SMART,USD
GROM,SMART,USD
APDN,SMART,USD
ASRT,SMART,USD
AMST,SMART,USD
EVOK,SMART,USD
SDPI,SMART,USD
EZGO,SMART,USD
TAOP,SMART,USD
ATIF,SMART,USD
ZIVO,SMART,USD
BHTG,SMART,USD
ITP,SMART,USD
SONN,SMART,USD
SGMA,SMART,USD
QLGN,SMART,USD
SINO,SMART,USD
RNAZ,SMART,USD
BPTH,SMART,USD
KTRA,SMART,USD
NXTD,SMART,USD
CRTD,SMART,USD
GBS,SMART,USD
ATAO,SMART,USD
LEDS,SMART,USD
OLB,SMART,USD
EEIQ,SMART,USD
ADTX,SMART,USD
BTB,SMART,USD
AIHS,SMART,USD
TLGT,SMART,USD
AIRI,SMART,USD
BLIN,SMART,USD
LTUM,SMART,USD
MOTS,SMART,USD
AGRI,SMART,USD
DBGI,SMART,USD
BHAT,SMART,USD
GHSI,SMART,USD
NSPR,SMART,USD
DSGT,SMART,USD
LEXX,SMART,USD
TMBR,SMART,USD
PALI,SMART,USD
UFAB,SMART,USD
JUPW,SMART,USD
XPL,SMART,USD
SNTG,SMART,USD
OSAT,SMART,USD
PTIX,SMART,USD
HSTO,SMART,USD
SINT,SMART,USD
CXDC,SMART,USD
PIXY,SMART,USD
GLBS,SMART,USD
GMVD,SMART,USD
KAVL,SMART,USD
SGRP,SMART,USD
HAPP,SMART,USD
PXS,SMART,USD
BRN,SMART,USD
PSTV,SMART,USD
MITQ,SMART,USD
DTST,SMART,USD
AUUD,SMART,USD
BNTC,SMART,USD
PPSI,SMART,USD
PRFX,SMART,USD
ARTH,SMART,USD
TANH,SMART,USD
TIRX,SMART,USD
HOTH,SMART,USD
VPLM,SMART,USD
BKYI,SMART,USD
TOMDF,SMART,USD
GIGM,SMART,USD
AHPI,SMART,USD
RIBT,SMART,USD
NBY,SMART,USD
GMER,SMART,USD
WARM,SMART,USD
BMIX,SMART,USD
CJJD,SMART,USD
VINO,SMART,USD
PHIO,SMART,USD
GAXY,SMART,USD
CYTO,SMART,USD
GOVX,SMART,USD
FWBI,SMART,USD
CVSI,SMART,USD
PVCT,SMART,USD
PETV,SMART,USD
PHCF,SMART,USD
EYEG,SMART,USD
STAF,SMART,USD
LMFA,SMART,USD
VYST,SMART,USD
VIVE,SMART,USD
CRTG,SMART,USD
BLCM,SMART,USD
DYNT,SMART,USD
SSFT,SMART,USD
CETX,SMART,USD
WORX,SMART,USD
CPHI,SMART,USD
RAVE,SMART,USD
YVR,SMART,USD
HUSA,SMART,USD
GNBT,SMART,USD
NUWE,SMART,USD
NVIV,SMART,USD
GBR,SMART,USD
TPTW,SMART,USD
USEG,SMART,USD
GPFT,SMART,USD
SONM,SMART,USD
CTEK,SMART,USD
RMED,SMART,USD
IINN,SMART,USD
MYSZ,SMART,USD
BIMI,SMART,USD
IPDN,SMART,USD
XBIO,SMART,USD
SPCB,SMART,USD
GRIL,SMART,USD
TSRI,SMART,USD
RETO,SMART,USD
SURG,SMART,USD
ARTL,SMART,USD
NGTF,SMART,USD
SSY,SMART,USD
SHRG,SMART,USD
IINX,SMART,USD
UNAM,SMART,USD
SYTA,SMART,USD
RXMD,SMART,USD
ENSV,SMART,USD
AEHL,SMART,USD
WRHLF,SMART,USD
JAN,SMART,USD
SGSI,SMART,USD
HIHO,SMART,USD
MGTI,SMART,USD
SNOA,SMART,USD
INM,SMART,USD
SXTC,SMART,USD
NVFY,SMART,USD
EDTK,SMART,USD
IPSI,SMART,USD
SRNA,SMART,USD
MHTX,SMART,USD
KGKG,SMART,USD
STRR,SMART,USD
CLEU,SMART,USD
FSSN,SMART,USD
BWMG,SMART,USD
CVAT,SMART,USD
KBSF,SMART,USD
UUU,SMART,USD
IWSY,SMART,USD
DTGI,SMART,USD
GBLX,SMART,USD
TAUG,SMART,USD
ADMQ,SMART,USD
CTIB,SMART,USD
SPYR,SMART,USD
QPRC,SMART,USD
AMMJ,SMART,USD
ENRT,SMART,USD
CBDY,SMART,USD
SING,SMART,USD
RIII,SMART,USD
ABQQ,SMART,USD
SMME,SMART,USD
EMED,SMART,USD
TGHI,SMART,USD
DGWR,SMART,USD
AMIH,SMART,USD
PHOT,SMART,USD
BEGI,SMART,USD
PRCX,SMART,USD
CPWR,SMART,USD
ENDV,SMART,USD
IMII,SMART,USD
PPCB,SMART,USD
GOOGL,SMART,USD
BRK B,SMART,USD
ASML,SMART,USD
BB,SMART,USD
GOLD,SMART,USD
CNI,SMART,USD
LBRDK,SMART,USD
CP,SMART,USD
MTD,SMART,USD
ENB,SMART,USD
MT,SMART,USD
UAA,SMART,USD
DISCK,SMART,USD
SU,SMART,USD
NTR,SMART,USD
LSPD,SMART,USD
TD,SMART,USD
MGA,SMART,USD
RY,SMART,USD
NVR,SMART,USD
TYL,SMART,USD
FOXA,SMART,USD
BIO,SMART,USD
LOGI,SMART,USD
CENQU,SMART,USD
CNQ,SMART,USD
BNS,SMART,USD
WPM,SMART,USD
XEC,SMART,USD
CABO,SMART,USD
FNV,SMART,USD
KGC,SMART,USD
WCN,SMART,USD
CVE,SMART,USD
BMO,SMART,USD
AEM,SMART,USD
STM,SMART,USD
MFC,SMART,USD
TRP,SMART,USD
MKL,SMART,USD
CCJ,SMART,USD
LBTYK,SMART,USD
STLA,SMART,USD
BHC,SMART,USD
NWSA,SMART,USD
CGC,SMART,USD
KL,SMART,USD
COHR,SMART,USD
KCGI U,SMART,USD
PAAS,SMART,USD
BCE,SMART,USD
RACE,SMART,USD
CM,SMART,USD
BF B,SMART,USD
AUY,SMART,USD
BLDP,SMART,USD
AVXL,SMART,USD
LAC,SMART,USD
ALC,SMART,USD
AG,SMART,USD
ZG,SMART,USD
XRX,SMART,USD
CNHI,SMART,USD
AACIU,SMART,USD
CACI,SMART,USD
APMIU,SMART,USD
FCNCA,SMART,USD
GRA,SMART,USD
DB,SMART,USD
PHG,SMART,USD
ARCC,SMART,USD
HELE,SMART,USD
WSO,SMART,USD
CNXC,SMART,USD
CHE,SMART,USD
TRI,SMART,USD
Y,SMART,USD
UHAL,SMART,USD
LSXMK,SMART,USD
FWONK,SMART,USD
SCR,SMART,USD
ALGT,SMART,USD
UBS,SMART,USD
ACB,SMART,USD
AQN,SMART,USD
ALIT,SMART,USD
GPI,SMART,USD
LSXMA,SMART,USD
GSHD,SMART,USD
GFL,SMART,USD
PBA,SMART,USD
SLF,SMART,USD
VCXAU,SMART,USD
JPM PRM,SMART,USD
AFTR U,SMART,USD
WFG,SMART,USD
BTG,SMART,USD
TFII,SMART,USD
BITF,SMART,USD
BCTX,SMART,USD
LCII,SMART,USD
MEDS,SMART,USD
VMI,SMART,USD
HEI A,SMART,USD
MSEX,SMART,USD
MED,SMART,USD
RBA,SMART,USD
MORN,SMART,USD
THG,SMART,USD
WQGA U,SMART,USD
OTEX,SMART,USD
LFUS,SMART,USD
WTS,SMART,USD
UI,SMART,USD
TU,SMART,USD
LDL,SMART,USD
RVACU,SMART,USD
HUT,SMART,USD
ANAT,SMART,USD
DHR PRA,SMART,USD
AGI,SMART,USD
KRTX,SMART,USD
PRI,SMART,USD
KNSL,SMART,USD
WDFC,SMART,USD
ENTX,SMART,USD
WHLM,SMART,USD
IDCC,SMART,USD
WTM,SMART,USD
GHC,SMART,USD
PRMW,SMART,USD
OGI,SMART,USD
FSM,SMART,USD
JPM PRL,SMART,USD
AQNU,SMART,USD
HSKA,SMART,USD
DHR PRB,SMART,USD
WFC PRD,SMART,USD
DOOR,SMART,USD
DPLS,SMART,USD
SSD,SMART,USD
IPA,SMART,USD
BAC PRL,SMART,USD
AHPAU,SMART,USD
VRTS,SMART,USD
RCI,SMART,USD
CPAAU,SMART,USD
LANC,SMART,USD
TPST,SMART,USD
CXW,SMART,USD
BOTZ,SMART,USD
FTS,SMART,USD
OXACU,SMART,USD
RGR,SMART,USD
IMO,SMART,USD
CRON,SMART,USD
DCRDU,SMART,USD
UUUU,SMART,USD
VRTV,SMART,USD
KALU,SMART,USD
ROG,SMART,USD
GIL,SMART,USD
AIT,SMART,USD
BPYPM,SMART,USD
VICR,SMART,USD
CPG,SMART,USD
PATK,SMART,USD
COKE,SMART,USD
NEU,SMART,USD
APPF,SMART,USD
MSA,SMART,USD
GATX,SMART,USD
RLI,SMART,USD
TRQ,SMART,USD
BCPC,SMART,USD
ITGR,SMART,USD
FIX,SMART,USD
MYRG,SMART,USD
MDGL,SMART,USD
HOV,SMART,USD
EXK,SMART,USD
HEXO,SMART,USD
PVG,SMART,USD
STFC,SMART,USD
VET,SMART,USD
KWR,SMART,USD
HCI,SMART,USD
NBR,SMART,USD
EGO,SMART,USD
FWRD,SMART,USD
LBRDA,SMART,USD
JJSF,SMART,USD
SFBS,SMART,USD
BMI,SMART,USD
CUTR,SMART,USD
TTEC,SMART,USD
LGF B,SMART,USD
VYGVF,SMART,USD
FRC PRM,SMART,USD
UNF,SMART,USD
PJT,SMART,USD
TRTL U,SMART,USD
WIRE,SMART,USD
HBM,SMART,USD
ERIE,SMART,USD
ADUS,SMART,USD
ESE,SMART,USD
IGMS,SMART,USD
HWELU,SMART,USD
NOVT,SMART,USD
GIB,SMART,USD
QADA,SMART,USD
WPRT,SMART,USD
EVK,SMART,USD
PLMR,SMART,USD
IOSP,SMART,USD
COHN,SMART,USD
MANT,SMART,USD
MODV,SMART,USD
CMPR,SMART,USD
IAG,SMART,USD
IBTX,SMART,USD
WFC PRL,SMART,USD
MXCT,SMART,USD
SAND,SMART,USD
PIPR,SMART,USD
ESGR,SMART,USD
VFF,SMART,USD
IKNX,SMART,USD
BEP,SMART,USD
FRO,SMART,USD
MTX,SMART,USD
SJR,SMART,USD
OSIS,SMART,USD
PSA PRP,SMART,USD
DNN,SMART,USD
RUSHA,SMART,USD
EURN,SMART,USD
OXBR,SMART,USD
NVMI,SMART,USD
COF PRN,SMART,USD
PLXS,SMART,USD
NTP,SMART,USD
MAG,SMART,USD
CVCO,SMART,USD
PPHPU,SMART,USD
AIN,SMART,USD
ERF,SMART,USD
CAE,SMART,USD
SSBK,SMART,USD
SOLY,SMART,USD
CNS,SMART,USD
ROCK,SMART,USD
AEG,SMART,USD
DORM,SMART,USD
FBK,SMART,USD
MOGO,SMART,USD
CRMT,SMART,USD
NEE PRP,SMART,USD
ALCC,SMART,USD
CENTA,SMART,USD
LNN,SMART,USD
MTAL U,SMART,USD
STC,SMART,USD
BON,SMART,USD
LMAT,SMART,USD
SCL,SMART,USD
CNTQU,SMART,USD
HLIO,SMART,USD
EGBN,SMART,USD
ROAD,SMART,USD
ARGO,SMART,USD
EBIX,SMART,USD
CIGI,SMART,USD
MEOH,SMART,USD
CWEN A,SMART,USD
PONOU,SMART,USD
MTRN,SMART,USD
CSGS,SMART,USD
LILAK,SMART,USD
PCGU,SMART,USD
UPLD,SMART,USD
PLUS,SMART,USD
DOOO,SMART,USD
ASTE,SMART,USD
MGRC,SMART,USD
BAMR,SMART,USD
ESTA,SMART,USD
OR,SMART,USD
ENIC,SMART,USD
SSO,SMART,USD
MUFG,SMART,USD
NVS,SMART,USD
LYG,SMART,USD
TAC,SMART,USD
AMX,SMART,USD
DOYU,SMART,USD
JHX,SMART,USD
LPL,SMART,USD
DISCB,SMART,USD
TV,SMART,USD
WF,SMART,USD
SMFG,SMART,USD
BXP,SMART,USD
NOK,SMART,USD
TARO,SMART,USD
SQM,SMART,USD
BNTX,SMART,USD
NNI,SMART,USD
TKC,SMART,USD
RELX,SMART,USD
SPY,SMART,USD
UL,SMART,USD
GLL,SMART,USD
BUD,SMART,USD
DAVA,SMART,USD
GGB,SMART,USD
LBTYB,SMART,USD
LTRPB,SMART,USD
QRTEB,SMART,USD
ZLAB,SMART,USD
FSV,SMART,USD
CIXX,SMART,USD
KEP,SMART,USD
TX,SMART,USD
NWG,SMART,USD
WNS,SMART,USD
BBVA,SMART,USD
VOD,SMART,USD
TEF,SMART,USD
SONY,SMART,USD
DSGX,SMART,USD
ABEV,SMART,USD
HTHT,SMART,USD
ARGX,SMART,USD
GMAB,SMART,USD
PSO,SMART,USD
BSMX,SMART,USD
JOBS,SMART,USD
SUZ,SMART,USD
DADA,SMART,USD
E,SMART,USD
USM,SMART,USD
